Probability of Winning
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
Round 1 Game 30: Northern Iowa defeats Texas,    11,    11,    10,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 31: Notre Dame defeats Michigan,    11,    11,    10,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 32: Saint Joseph's defeats Cincinnati,    11,    11,    10,    11,    11,    11,    11,    11,    11,    11,    11,
Round 2 Game 1: Miami (FL) defeats Wichita State,    11,    11,    10,    11,    11,    11,    11,    11,    11,    11,    11,
Round 2 Game 2: Duke defeats Yale,    11,    11,    10,    11,    11,    11,    11,    11,    11,    11,    11,
Round 2 Game 3: Indiana defeats Kentucky,    11,    11,    10,    11,    11,    11,    11,    11,    11,    11,    11,
Round 2 Game 4: Iowa State defeats Arkansas-Little Rock,    11,    11,    10,    11,    11,    11,    11,    11,    11,    11,    11,
Round 2 Game 5: Virginia defeats Butler,    11,    11,    10,    10,    11,    11,    11,    11,    11,    11,    10,
Round 2 Game 6: Kansas defeats Connecticut,    11,    11,    10,    10,    11,    11,    11,    11,    11,    11,    10,
Round 2 Game 7: Gonzaga defeats Utah,    11,    11,    10,    10,    11,    11,    11,    11,    11,    11,     9,
Round 2 Game 8: North Carolina defeats Providence,    11,    11,    10,    10,    11,    11,    11,    11,    11,    11,     9,
Round 2 Game 9: Villanova defeats Iowa,    11,    11,    10,    10,    11,    11,    11,    11,    11,    11,     9,
Round 2 Game 10: Notre Dame defeats Stephen F. Austin,    11,    11,    10,    10,    11,    11,    11,    11,    11,    11,     9,
Round 2 Game 11: Oklahoma defeats Virginia Commonwealth,    11,    10,    10,    10,    11,    10,    11,    11,    11,    11,     8,
Round 2 Game 12: Syracuse defeats Middle Tennessee,    11,    10,    10,    10,    11,    10,    11,    11,    11,    11,     8,
Round 2 Game 13: Maryland defeats Hawaii,    11,    10,    10,    10,    11,    10,    11,    11,    11,    11,     8,
Round 2 Game 14: Texas A&M defeats Northern Iowa,    11,    10,    10,    10,    11,    10,    11,    11,    11,    11,     8,
Round 2 Game 15: Wisconsin defeats Xavier,    11,    10,     9,    10,    11,     9,    11,    11,    11,    11,     8,
Round 2 Game 16: Oregon defeats Saint Joseph's,    11,    10,     9,    10,    11,     9,    11,    11,    11,    11,     8,

Min Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
initial   ,     7,     8,     5,     7,     7,     7,     8,     7,     6,     7,     6,
Round 1 Game 1: Duke defeats North Carolina-Wilmington,     9,     7,     6,     8,     7,     7,     9,     6,     8,     8,     7,
Round 1 Game 2: Butler defeats Texas Tech,     8,    10,     7,     8,     7,     8,     9,     6,     9,     6,     9,
Round 1 Game 3: Connecticut defeats Colorado,     8,     7,     9,     8,     8,    10,    10,     7,     9,     7,     8,
Round 1 Game 4: Iowa State defeats Iona,     9,     9,    11,     9,     8,     9,    10,     7,     9,     8,    10,
Round 1 Game 5: Yale defeats Baylor,     9,     8,    10,    10,    11,     9,    11,     7,    10,     6,     9,
Round 1 Game 6: Virginia defeats Hampton,    10,     8,    11,    10,    11,    10,     9,     9,    10,     8,    10,
Round 1 Game 7: Kansas defeats Austin Peay,    10,    10,    12,    10,    13,    11,    12,    10,    13,    10,    13,
Round 1 Game 8: Arkansas-Little Rock defeats Purdue,     8,    11,    12,    11,    10,    10,    11,     9,    13,     9,    10,
Round 1 Game 9: Miami (FL) defeats Buffalo,    10,    11,    10,    12,    12,    11,    11,     8,    14,    10,    11,
Round 1 Game 10: Indiana defeats Chattanooga,    10,     9,    10,    12,    13,    13,    12,    12,    14,    11,    12,
Round 1 Game 11: North Carolina defeats Florida Gulf Coast,    10,    13,    12,    13,    14,    15,    13,    11,    15,    12,    12,
Round 1 Game 12: Utah defeats Fresno State,    11,    13,    13,    15,    13,    15,    14,    12,    17,    13,    15,
Round 1 Game 13: Wichita State defeats Arizona,    12,    14,    12,    14,    16,    15,    12,    15,    16,    13,    14,
Round 1 Game 14: Kentucky defeats Stony Brook,    13,    15,    14,    15,    16,    13,    14,    14,    18,    14,    14,
Round 1 Game 15: Providence defeats Southern California,    12,    14,    15,    16,    15,    16,    14,    14,    18,    14,    16,
Round 1 Game 16: Gonzaga defeats Seton Hall,    15,    15,    15,    14,    16,    16,    13,    16,    19,    14,    18,
Round 1 Game 17: Syracuse defeats Dayton,    12,    17,    18,    13,    15,    17,    12,    14,    19,    12,    18,
Round 1 Game 18: Villanova defeats North Carolina-Asheville,    14,    17,    18,    17,    18,    17,    14,    16,    20,    15,    20,
Round 1 Game 19: Virginia Commonwealth defeats Oregon State,    15,    18,    19,    15,    18,    18,    16,    14,    21,    11,    20,
Round 1 Game 20: Hawaii defeats California,    16,    18,    17,    14,    20,    18,    14,    15,    21,    14,    18,
Round 1 Game 21: Middle Tennessee defeats Michigan State,    15,    17,    19,    14,    18,    17,    15,    14,    19,    13,    18,
Round 1 Game 22: Iowa defeats Temple,    15,    19,    18,    14,    20,    16,    16,    14,    19,    13,    19,
Round 1 Game 23: Oklahoma defeats Cal State Bakersfield,    17,    20,    18,    16,    21,    19,    16,    14,    21,    15,    19,
Round 1 Game 24: Maryland defeats South Dakota State,    17,    20,    21,    16,    22,    19,    18,    16,    23,    15,    22,
Round 1 Game 25: Wisconsin defeats Pittsburgh,    18,    20,    21,    18,    20,    21,    19,    15,    21,    16,    21,
Round 1 Game 26: Stephen F. Austin defeats West Virginia,    17,    21,    20,    17,    21,    20,    17,    16,    22,    15,    19,
Round 1 Game 27: Texas A&M defeats Green Bay,    17,    24,    22,    18,    21,    22,    17,    16,    22,    16,    21,
Round 1 Game 28: Oregon defeats Holy Cross,    19,    24,    22,    17,    22,    23,    19,    17,    22,    17,    21,
Round 1 Game 29: Xavier defeats Weber State,    19,    24,    22,    20,    24,    23,    19,    18,    24,    19,    23,
Round 1 Game 30: Northern Iowa defeats Texas,    19,    25,    23,    18,    24,    22,    19,    19,    24,    18,    22,
Round 1 Game 31: Notre Dame defeats Michigan,    20,    26,    24,    20,    25,    24,    20,    19,    25,    18,    23,
Round 1 Game 32: Saint Joseph's defeats Cincinnati,    20,    27,    23,    19,    24,    24,    20,    19,    25,    19,    22,
Round 2 Game 1: Miami (FL) defeats Wichita State,    22,    31,    23,    21,    24,    26,    20,    19,    25,    21,    22,
Round 2 Game 2: Duke defeats Yale,    22,    29,    25,    23,    28,    26,    22,    19,    27,    23,    24,
Round 2 Game 3: Indiana defeats Kentucky,    24,    29,    25,    23,    26,    28,    24,    21,    27,    23,    24,
Round 2 Game 4: Iowa State defeats Arkansas-Little Rock,    24,    29,    25,    25,    28,    28,    24,    21,    29,    23,    24,
Round 2 Game 5: Virginia defeats Butler,    26,    31,    27,    27,    30,    30,    24,    23,    29,    25,    26,
Round 2 Game 6: Kansas defeats Connecticut,    28,    33,    29,    29,    32,    32,    26,    23,    31,    27,    28,
Round 2 Game 7: Gonzaga defeats Utah,    28,    35,    31,    29,    32,    32,    28,    23,    33,    27,    30,
Round 2 Game 8: North Carolina defeats Providence,    30,    37,    33,    31,    34,    34,    30,    25,    35,    29,    32,
Round 2 Game 9: Villanova defeats Iowa,    32,    37,    35,    33,    36,    36,    32,    25,    37,    31,    34,
Round 2 Game 10: Notre Dame defeats Stephen F. Austin,    32,    37,    35,    33,    36,    36,    32,    25,    37,    31,    34,
Round 2 Game 11: Oklahoma defeats Virginia Commonwealth,    34,    39,    37,    35,    38,    38,    34,    25,    39,    33,    36,
Round 2 Game 12: Syracuse defeats Middle Tennessee,    34,    39,    37,    35,    38,    38,    34,    25,    39,    33,    36,
Round 2 Game 13: Maryland defeats Hawaii,    36,    39,    39,    35,    40,    40,    36,    27,    41,    33,    38,
Round 2 Game 14: Texas A&M defeats Northern Iowa,    38,    41,    41,    37,    42,    42,    36,    29,    43,    35,    40,
Round 2 Game 15: Wisconsin defeats Xavier,    38,    41,    41,    37,    42,    44,    36,    29,    43,    35,    40,
Round 2 Game 16: Oregon defeats Saint Joseph's,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,

Max Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
initial   ,   120,   130,   133,   128,   139,   126,   128,   120,   124,   131,   127,
Round 1 Game 1: Duke defeats North Carolina-Wilmington,   129,   125,   132,   135,   137,   126,   140,   132,   131,   133,   140,
Round 1 Game 2: Butler defeats Texas Tech,   132,   127,   131,   121,   135,   117,   126,   138,   132,   145,   128,
Round 1 Game 3: Connecticut defeats Colorado,   139,   128,   128,   128,   131,   128,   127,   122,   126,   125,   127,
Round 1 Game 4: Iowa State defeats Iona,   128,   123,   129,   121,   133,   130,   125,   117,   125,   132,   121,
Round 1 Game 5: Yale defeats Baylor,   123,   123,   122,   131,   123,   132,   125,   121,   135,   130,   123,
Round 1 Game 6: Virginia defeats Hampton,   129,   118,   122,   120,   131,   117,   129,   117,   127,   135,   129,
Round 1 Game 7: Kansas defeats Austin Peay,   136,   136,   145,   144,   139,   143,   133,   121,   134,   134,   133,
Round 1 Game 8: Arkansas-Little Rock defeats Purdue,   130,   124,   134,   140,   145,   133,   127,   125,   135,   121,   127,
Round 1 Game 9: Miami (FL) defeats Buffalo,   130,   122,   129,   129,   140,   126,   130,   124,   141,   125,   138,
Round 1 Game 10: Indiana defeats Chattanooga,   152,   126,   152,   134,   135,   128,   149,   126,   132,   134,   155,
Round 1 Game 11: North Carolina defeats Florida Gulf Coast,   133,   144,   134,   140,   134,   137,   136,   128,   143,   125,   138,
Round 1 Game 12: Utah defeats Fresno State,   145,   140,   142,   144,   142,   151,   133,   118,   143,   130,   139,
Round 1 Game 13: Wichita State defeats Arizona,   129,   137,   147,   148,   136,   147,   132,   118,   152,   122,   138,
Round 1 Game 14: Kentucky defeats Stony Brook,   139,   140,   145,   147,   140,   144,   136,   121,   151,   133,   144,
Round 1 Game 15: Providence defeats Southern California,   148,   134,   141,   144,   138,   129,   133,   129,   150,   120,   131,
Round 1 Game 16: Gonzaga defeats Seton Hall,   132,   143,   151,   141,   140,   140,   143,   124,   138,   125,   144,
Round 1 Game 17: Syracuse defeats Dayton,   146,   139,   143,   137,   138,   148,   136,   127,   150,   126,   135,
Round 1 Game 18: Villanova defeats North Carolina-Asheville,   136,   140,   145,   137,   152,   139,   140,   125,   147,   133,   136,
Round 1 Game 19: Virginia Commonwealth defeats Oregon State,   134,   139,   136,   142,   153,   136,   138,   126,   151,   126,   136,
Round 1 Game 20: Hawaii defeats California,   128,   133,   140,   140,   150,   140,   131,   123,   148,   118,   135,
Round 1 Game 21: Middle Tennessee defeats Michigan State,   143,    98,   147,    97,   142,    95,   127,   113,   108,   122,   136,
Round 1 Game 22: Iowa defeats Temple,   134,    96,   133,    93,   151,    90,   120,   120,    97,   123,   122,
Round 1 Game 23: Oklahoma defeats Cal State Bakersfield,   141,    97,   146,    92,   144,    98,   127,   112,    98,   121,   131,
Round 1 Game 24: Maryland defeats South Dakota State,   136,    93,   145,    97,   157,    97,   122,   116,   102,   125,   126,
Round 1 Game 25: Wisconsin defeats Pittsburgh,   137,    94,   147,   108,   144,    99,   123,   116,    99,   123,   125,
Round 1 Game 26: Stephen F. Austin defeats West Virginia,   148,   108,   143,    92,   141,    94,   122,    62,    93,   123,   124,
Round 1 Game 27: Texas A&M defeats Green Bay,   143,   100,   143,    96,   145,    92,   126,    63,    93,   123,   124,
Round 1 Game 28: Oregon defeats Holy Cross,   151,   105,   144,    96,   149,   104,   126,    66,    97,   127,   131,
Round 1 Game 29: Xavier defeats Weber State,   138,   104,   142,    97,   152,    99,   132,    69,    99,   126,   133,
Round 1 Game 30: Northern Iowa defeats Texas,   144,    99,   139,   100,   138,   101,   124,    68,    97,   117,   127,
Round 1 Game 31: Notre Dame defeats Michigan,   141,   105,   145,    98,   146,    98,   129,    68,   100,   127,   130,
Round 1 Game 32: Saint Joseph's defeats Cincinnati,   154,   105,   147,    97,   144,   100,   132,    67,    95,   129,   132,
Round 2 Game 1: Miami (FL) defeats Wichita State,   142,   107,   143,   103,   142,   104,   124,    69,    95,   125,   132,
Round 2 Game 2: Duke defeats Yale,   144,   103,   147,   103,   148,   102,   128,    67,    95,   125,   134,
Round 2 Game 3: Indiana defeats Kentucky,   144,   105,   147,    99,   142,    98,   124,    67,    93,   129,   126,
Round 2 Game 4: Iowa State defeats Arkansas-Little Rock,   142,   105,   153,   105,   138,   104,   130,    65,    95,   125,   132,
Round 2 Game 5: Virginia defeats Butler,   144,   101,   139,   103,   152,   102,   128,    65,    91,   125,   132,
Round 2 Game 6: Kansas defeats Connecticut,   148,   107,   147,   103,   158,   100,   126,    65,    91,   131,   134,
Round 2 Game 7: Gonzaga defeats Utah,   140,   105,   147,   103,   150,   100,   130,    63,    93,   127,   136,
Round 2 Game 8: North Carolina defeats Providence,   148,   107,   153,   103,   150,   104,   132,    63,    93,   129,   134,
Round 2 Game 9: Villanova defeats Iowa,   156,   109,   157,   107,   154,   106,   130,    63,    93,   129,   138,
Round 2 Game 10: Notre Dame defeats Stephen F. Austin,   146,   109,   149,   107,   158,   102,   132,    63,    93,   131,   130,
Round 2 Game 11: Oklahoma defeats Virginia Commonwealth,   154,   109,   151,   105,   154,   106,   134,    63,    93,   131,   138,
Round 2 Game 12: Syracuse defeats Middle Tennessee,   156,   105,   155,   107,   156,   106,   134,    63,    93,   131,   136,
Round 2 Game 13: Maryland defeats Hawaii,   152,   109,   155,   105,   156,   104,   136,    63,    93,   129,   136,
Round 2 Game 14: Texas A&M defeats Northern Iowa,   158,   105,   157,   109,   158,   106,   136,    63,    93,   131,   140,
Round 2 Game 15: Wisconsin defeats Xavier,   156,   103,   155,   103,   154,   106,   130,    63,    91,   129,   138,
Round 2 Game 16: Oregon defeats Saint Joseph's,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
